target_id,target,sport,work_package,status,evidence,source,source_date,capabilities_validated,backend_tests,frontend_tests,device_tests,blocker_or_notes
espn:soccer:global.u20.intercontinental_cup,CONMEBOL-UEFA U20 Intercontinental Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--global.u20.intercontinental_cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/global.u20.intercontinental_cup/scoreboard,2026-09-24T21:02:54.497372+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:global.w.finalissima,CONMEBOL-UEFA Women's Cup of Champions,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--global.w.finalissima.json,https://site.api.espn.com/apis/site/v2/sports/soccer/global.w.finalissima/scoreboard,2026-09-24T21:02:55.012856+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2023-04-06T18:45Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:fifa.world.u20,FIFA Under-20 World Cup,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--fifa.world.u20.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world.u20/scoreboard,2026-09-24T21:02:55.326987+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-10-19T23:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:afc.asian.cup,AFC Asian Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--afc.asian.cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.asian.cup/scoreboard,2026-09-24T21:02:55.387811+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:afc.w.asian.cup,AFC Women's Asian Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--afc.w.asian.cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.w.asian.cup/scoreboard,2026-09-24T21:02:55.478482+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:afc.cupq,AFC Asian Cup Qualifiers,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--afc.cupq.json,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.cupq/scoreboard,2026-09-24T21:02:55.944575+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:aff.championship,ASEAN Championship,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--aff.championship.json,https://site.api.espn.com/apis/site/v2/sports/soccer/aff.championship/scoreboard,2026-09-24T21:02:56.241111+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:caf.w.nations,Women's Africa Cup of Nations,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--caf.w.nations.json,https://site.api.espn.com/apis/site/v2/sports/soccer/caf.w.nations/scoreboard,2026-09-24T21:02:56.308141+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:caf.championship,African Nations Championship,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--caf.championship.json,https://site.api.espn.com/apis/site/v2/sports/soccer/caf.championship/scoreboard,2026-09-24T21:02:56.451551+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-08-30T15:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:can.w.nsl,Northern Super League,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--can.w.nsl.json,https://site.api.espn.com/apis/site/v2/sports/soccer/can.w.nsl/scoreboard,2026-09-24T21:02:56.860114+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:uefa.europa_qual,UEFA Europa League Qualifying,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--uefa.europa_qual.json,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.europa_qual/scoreboard,2026-09-24T21:02:57.197516+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:uefa.europa.conf_qual,UEFA Conference League Qualifying,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--uefa.europa.conf_qual.json,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.europa.conf_qual/scoreboard,2026-09-24T21:02:57.228620+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:uefa.w.europa,UEFA Women's Europa Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--uefa.w.europa.json,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.w.europa/scoreboard,2026-09-24T21:02:57.454672+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:fifa.intercontinental_cup,FIFA Intercontinental Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--fifa.intercontinental_cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.intercontinental_cup/scoreboard,2026-09-24T21:02:57.828832+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:afc.champions_qual,AFC Champions League Elite Qualifying,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--afc.champions_qual.json,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.champions_qual/scoreboard,2026-09-24T21:02:58.132995+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:afc.cup_qual,AFC Champions League Two Qualifying,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--afc.cup_qual.json,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.cup_qual/scoreboard,2026-09-24T21:02:58.211786+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:club.friendly,Club Friendly,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--club.friendly.json,https://site.api.espn.com/apis/site/v2/sports/soccer/club.friendly/scoreboard,2026-09-24T21:02:58.412112+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:nonfifa,Non-FIFA Friendly,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--nonfifa.json,https://site.api.espn.com/apis/site/v2/sports/soccer/nonfifa/scoreboard,2026-09-24T21:02:58.733685+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2021-06-30T16:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:rus.1,Russian Premier League,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--rus.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/rus.1/scoreboard,2026-09-24T21:02:59.030341+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:rus.1.promotion.relegation,Russian Premier League Relegation/Promotion Playoffs,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--rus.1.promotion.relegation.json,https://site.api.espn.com/apis/site/v2/sports/soccer/rus.1.promotion.relegation/scoreboard,2026-09-24T21:02:59.105575+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:bel.1,Belgian Pro League,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--bel.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/bel.1/scoreboard,2026-09-24T21:02:59.321464+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:bel.promotion.relegation,Belgian Pro League Promotion/Relegation Playoffs,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--bel.promotion.relegation.json,https://site.api.espn.com/apis/site/v2/sports/soccer/bel.promotion.relegation/scoreboard,2026-09-24T21:02:59.777372+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:esp.2,Spanish LALIGA 2,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--esp.2.json,https://site.api.espn.com/apis/site/v2/sports/soccer/esp.2/scoreboard,2026-09-24T21:02:59.979383+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:ger.2,German 2. Bundesliga,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--ger.2.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.2/scoreboard,2026-09-24T21:03:00.055484+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:ita.2,Italian Serie B,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--ita.2.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ita.2/scoreboard,2026-09-24T21:03:00.371839+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:fra.1.promotion.relegation,French Ligue 1 Promotion/Relegation Playoffs,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--fra.1.promotion.relegation.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fra.1.promotion.relegation/scoreboard,2026-09-24T21:03:00.714157+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:fra.2,French Ligue 2,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--fra.2.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fra.2/scoreboard,2026-09-24T21:03:01.011649+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:por.1.promotion.relegation,Portuguese Primeira Liga Promotion/Relegation Playoffs,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--por.1.promotion.relegation.json,https://site.api.espn.com/apis/site/v2/sports/soccer/por.1.promotion.relegation/scoreboard,2026-09-24T21:03:01.095785+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:aut.1,Austrian Bundesliga,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--aut.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/aut.1/scoreboard,2026-09-24T21:03:01.276257+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:gre.1,Greek Super League,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--gre.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/gre.1/scoreboard,2026-09-24T21:03:01.657490+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:chn.1,Chinese Super League,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--chn.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/chn.1/scoreboard,2026-09-24T21:03:01.962956+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:global.club_challenge,CONMEBOL-UEFA Club Challenge,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--global.club_challenge.json,https://site.api.espn.com/apis/site/v2/sports/soccer/global.club_challenge/scoreboard,2026-09-24T21:03:02.066718+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2023-07-19T20:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:ned.supercup,Dutch Johan Cruyff Shield,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--ned.supercup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ned.supercup/scoreboard,2026-09-24T21:03:02.263654+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:global.pinatar_cup,Pinatar Cup,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--global.pinatar_cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/global.pinatar_cup/scoreboard,2026-09-24T21:03:02.745692+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-02-25T12:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:friendly.emirates_cup,Emirates Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--friendly.emirates_cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/friendly.emirates_cup/scoreboard,2026-09-24T21:03:02.886269+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:esp.joan_gamper,Trofeo Joan Gamper,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--esp.joan_gamper.json,https://site.api.espn.com/apis/site/v2/sports/soccer/esp.joan_gamper/scoreboard,2026-09-24T21:03:03.199164+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:jpn.world_challenge,Japanese J.League World Challenge,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--jpn.world_challenge.json,https://site.api.espn.com/apis/site/v2/sports/soccer/jpn.world_challenge/scoreboard,2026-09-24T21:03:03.267814+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-07-30T10:30Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:global.arnold.clark_cup,Arnold Clark Cup,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--global.arnold.clark_cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/global.arnold.clark_cup/scoreboard,2026-09-24T21:03:03.753069+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2023-02-22T16:45Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:fifa.conmebol.olympicsq,CONMEBOL Pre-Olympic Tournament,soccer,W2-team-and-soccer,archival,docs/sports-coverage/evidence/soccer--fifa.conmebol.olympicsq.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.conmebol.olympicsq/scoreboard,2026-09-24T21:03:03.874297+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"LA28 official program includes baseball, basketball, golf, rugby sevens and football in the 2028 summer edition. Existing provider samples are historical editions, not retired sports. Historical fixture retained; excluded from live refresh until a future edition is independently validated."
espn:soccer:fifa.concacaf.olympicsq,Men's Olympic Qualifying Playoff,soccer,W2-team-and-soccer,archival,docs/sports-coverage/evidence/soccer--fifa.concacaf.olympicsq.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.concacaf.olympicsq/scoreboard,2026-09-24T21:03:04.137523+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"LA28 official program includes baseball, basketball, golf, rugby sevens and football in the 2028 summer edition. Existing provider samples are historical editions, not retired sports. Historical fixture retained; excluded from live refresh until a future edition is independently validated."
espn:soccer:fifa.w.concacaf.olympicsq,Concacaf Women's Olympic Qualifying,soccer,W2-team-and-soccer,archival,docs/sports-coverage/evidence/soccer--fifa.w.concacaf.olympicsq.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.w.concacaf.olympicsq/scoreboard,2026-09-24T21:03:04.297242+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"LA28 official program includes baseball, basketball, golf, rugby sevens and football in the 2028 summer edition. Existing provider samples are historical editions, not retired sports. Historical fixture retained; excluded from live refresh until a future edition is independently validated."
espn:soccer:fifa.world.u17,FIFA Under-17 World Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--fifa.world.u17.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world.u17/scoreboard,2026-09-24T21:03:04.722416+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:fifa.wworld.u17,FIFA Under-17 Women's World Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--fifa.wworld.u17.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.wworld.u17/scoreboard,2026-09-24T21:03:04.891935+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:uefa.euro_u21_qual,UEFA European Under-21 Championship Qualifying,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--uefa.euro_u21_qual.json,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.euro_u21_qual/scoreboard,2026-09-24T21:03:05.103494+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:uefa.euro.u19,UEFA European Under-19 Championship,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--uefa.euro.u19.json,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.euro.u19/scoreboard,2026-09-24T21:03:05.330418+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:fifa.friendly_u21,Under-21 International Friendly,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--fifa.friendly_u21.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.friendly_u21/scoreboard,2026-09-24T21:03:05.703327+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:ger.2.promotion.relegation,German Bundesliga 2. Promotion/Relegation Playoffs,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--ger.2.promotion.relegation.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.2.promotion.relegation/scoreboard,2026-09-24T21:03:05.898064+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:eng.trophy,English EFL Trophy,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--eng.trophy.json,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.trophy/scoreboard,2026-09-24T21:03:06.068704+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:eng.3,English League One,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--eng.3.json,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.3/scoreboard,2026-09-24T21:03:06.309383+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:eng.4,English League Two,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--eng.4.json,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.4/scoreboard,2026-09-24T21:03:06.699240+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:eng.5,English National League,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--eng.5.json,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.5/scoreboard,2026-09-24T21:03:06.864208+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:eng.fa_qual,English FA Cup Qualifying,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--eng.fa_qual.json,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.fa_qual/scoreboard,2026-09-24T21:03:07.106437+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:sco.1.promotion.relegation,Scottish Premiership Promotion/Relegation Playoffs,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--sco.1.promotion.relegation.json,https://site.api.espn.com/apis/site/v2/sports/soccer/sco.1.promotion.relegation/scoreboard,2026-09-24T21:03:07.283021+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:sco.2,Scottish Championship,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--sco.2.json,https://site.api.espn.com/apis/site/v2/sports/soccer/sco.2/scoreboard,2026-09-24T21:03:07.656412+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:sco.2.promotion.relegation,Scottish Championship Promotion/Relegation Playoffs,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--sco.2.promotion.relegation.json,https://site.api.espn.com/apis/site/v2/sports/soccer/sco.2.promotion.relegation/scoreboard,2026-09-24T21:03:07.830940+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:sco.challenge,Scottish League Challenge Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--sco.challenge.json,https://site.api.espn.com/apis/site/v2/sports/soccer/sco.challenge/scoreboard,2026-09-24T21:03:08.019828+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:sco.tennents_qual,Scottish Cup Qualifying,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--sco.tennents_qual.json,https://site.api.espn.com/apis/site/v2/sports/soccer/sco.tennents_qual/scoreboard,2026-09-24T21:03:08.182064+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:ned.playoff.relegation,Dutch Eredivisie Promotion/Relegation Playoffs,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--ned.playoff.relegation.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ned.playoff.relegation/scoreboard,2026-09-24T21:03:08.592666+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:ned.2,Dutch Keuken Kampioen Divisie,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--ned.2.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ned.2/scoreboard,2026-09-24T21:03:08.723747+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:ned.3.promotion.relegation,Dutch Tweede Divisie Promotion/Relegation Playoffs,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--ned.3.promotion.relegation.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ned.3.promotion.relegation/scoreboard,2026-09-24T21:03:08.890827+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:ned.w.knvb_cup,Dutch KNVB Beker Vrouwen,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--ned.w.knvb_cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ned.w.knvb_cup/scoreboard,2026-09-24T21:03:09.077465+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:ned.w.1,Dutch Vrouwen Eredivisie,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--ned.w.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ned.w.1/scoreboard,2026-09-24T21:03:09.538606+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:swe.1,Swedish Allsvenskan,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--swe.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/swe.1/scoreboard,2026-09-24T21:03:09.609811+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
